Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
138С,5,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,10954.3,1790

138С,5,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,11481.3,1790

138С,5,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,6,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,6,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,6,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4186.5,1790

542С,6,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,7,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,7,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,7,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,7,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,8,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,8,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,8,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5977.0,1790

306С,8,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,8691.9,1790

138С,9,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,9,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,9,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,9,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,9,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,77913.0,1790

102С,9,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,10127.2,1790

102С,9,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,9,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,9,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,11,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4038.9,1790

044С,11,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,13,АДЛЕР,МОСКВА КАЗ,1Э,1,,,9502.0,37761.9,1790

104Ж,13,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,13,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7774.0,1790

044С,13,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,13,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,13,АДЛЕР,МОСКВА КАЗ,1Э,1,,,5156.0,33415.9,1790

102С,13,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,14,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7774.0,1790

102С,14,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,77913.0,1790

102С,14,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,15,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

138С,15,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,15,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3342.4,1790

044С,15,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,15,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,16,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3486.0,1790

102С,16,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,77913.0,1790

102С,16,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,17,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

138С,17,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,17,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,80610.8,1790

102С,17,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,18,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6280.9,1790

138С,18,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,18,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,29786.1,1790

102С,18,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,19,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6508.4,1790

138С,19,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,20,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6280.9,1790

138С,20,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,21,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5075.9,1790

542С,21,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,21,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6280.9,1790

102С,21,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,22,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

102С,22,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,77913.0,1790

102С,22,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,10127.2,1790

102С,22,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,23,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

138С,23,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,23,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4728.1,1790

542С,23,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,23,АДЛЕР,МОСКВА КАЗ,2Х,1,,,347.0,8181.2,1790

104Ж,23,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,23,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,29786.1,1790

102С,23,АДЛЕР,МОСКВА КАЗ,1Э,1,,,5156.0,29786.1,1790

102С,23,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,80610.8,1790

102С,23,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8289.7,1790

102С,23,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,23,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,24,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,4237.8,1790

138С,24,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,24,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,4915.4,1790

104Ж,24,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,24,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

044С,24,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3342.4,1790

044С,24,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,24,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,29786.1,1790

102С,24,АДЛЕР,МОСКВА КАЗ,1Э,1,,,5156.0,29786.1,1790

102С,24,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,80610.8,1790

102С,24,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

102С,24,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,24,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,11748.7,1790

102С,24,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,25,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3748.3,1790

542С,25,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,25,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5221.3,1790

102С,25,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,28026.8,1790

102С,25,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,26,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6508.4,1790

138С,26,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,26,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4658.7,1790

102С,26,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,80610.8,1790

102С,26,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,27,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,27,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,27,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5215.0,1790

542С,27,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,28,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,28,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,28,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,32378.8,1790

102С,28,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6280.9,1790

102С,28,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,29,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,6536.1,1790

542С,29,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4728.1,1790

542С,29,АДЛЕР,МОСКВА КАЗ,2Л,1,,,208.0,6219.8,1790

542С,29,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,29,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

138С,30,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,8519.3,1790

138С,30,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

138С,30,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,30,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8773.2,1790

104Ж,30,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,30,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5977.0,1790

306С,30,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7419.3,1790

306С,30,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

044С,30,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3342.4,1790

044С,30,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,4559.0,1790

044С,30,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,30,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,30,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,29786.1,1790

102С,30,АДЛЕР,МОСКВА КАЗ,1М,1,,,7323.0,80610.8,1790

102С,30,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,30,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,31,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,9046.3,1790

138С,31,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,31,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,6536.1,1790

542С,31,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4728.1,1790

542С,31,АДЛЕР,МОСКВА КАЗ,3Л,1,,,188.2,3986.7,1790

542С,31,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4186.5,1790

542С,31,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,31,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7419.3,1790

102С,31,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

102С,31,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8289.7,1790

102С,31,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,31,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,32,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,32,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,32,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

102С,32,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,33,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5075.9,1790

542С,33,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,34,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4658.7,1790

044С,34,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3652.7,1790

044С,34,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,35,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6744.4,1790

138С,35,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,35,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5659.9,1790

542С,35,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7023.0,1790

542С,35,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,7023.0,1790

542С,35,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5075.9,1790

542С,35,АДЛЕР,МОСКВА КАЗ,2Л,1,,,208.0,6682.2,1790

542С,35,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,35,АДЛЕР,МОСКВА КАЗ,2Х,1,,,347.0,8954.9,1790

104Ж,35,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,35,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,11094.5,1790

102С,35,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,12886.6,1790

102С,35,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,36,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

044С,36,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,4559.0,1790

044С,36,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,36,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,36,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

102С,36,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8289.7,1790

102С,36,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,10127.2,1790

102С,36,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8289.7,1790

102С,36,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,36,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,37,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4728.1,1790

542С,37,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4186.5,1790

542С,37,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,37,АДЛЕР,МОСКВА КАЗ,1Э,1,,,9502.0,34132.1,1790

104Ж,37,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,37,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4450.0,1790

102С,37,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10127.2,1790

102С,37,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,38,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,38,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,38,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,29786.1,1790

102С,38,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

102С,38,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,39,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,8691.9,1790

044С,40,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,40,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,40,АДЛЕР,МОСКВА КАЗ,1Т,1,,,5156.0,32378.8,1790

102С,40,АДЛЕР,МОСКВА КАЗ,1Э,1,,,5156.0,32378.8,1790

102С,40,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

542С,41,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,5215.0,1790

542С,41,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,41,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5598.1,1790

104Ж,41,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

306С,41,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,4658.7,1790

138С,42,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5711.9,1790

138С,42,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

104Ж,42,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5370.5,1790

104Ж,42,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

044С,42,АДЛЕР,МОСКВА КАЗ,2К,1,,,208.0,3342.4,1790

044С,42,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4559.0,1790

044С,42,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

102С,42,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6280.9,1790

102С,42,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,46,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10497.0,1790

138С,46,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,47,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,8845.9,1790

138С,47,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,10954.3,1790

138С,47,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,6508.4,1790

138С,47,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,11481.3,1790

138С,47,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,47,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,47,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,8058.5,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,9970.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,9970.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8585.5,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8585.5,1790

138С,48,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,10497.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,48,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,49,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6897.9,1790

138С,49,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,8519.3,1790

138С,49,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,8519.3,1790

138С,49,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7424.9,1790

138С,49,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,9046.3,1790

138С,49,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,49,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,49,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,49,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,50,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,50,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,50,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,50,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,50,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,51,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,51,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,51,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,51,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,51,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,52,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,52,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,52,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,52,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,52,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,52,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,52,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,52,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,53,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

